DEVICE(0),SERIES_NO(1),LANE(2),SMALL_VOL(3),BIG_VOL(4),CONNECT_VOL(5),SMALL_SPEED(6),BIG_SPEED(7),CONNECT_SPEED(8),OCCUPANCY(9),level(10)
VD02,8,2,6,3,1,91,91,91,3,1
VD01,8,3,8,6,4,55,55,55,14,1
VD02,8,3,6,3,1,91,91,91,3,1
VD01,9,1,8,6,4,55,55,55,14,1
VD02,9,1,6,3,1,91,91,91,3,1
VD01,9,2,8,6,4,55,55,55,14,1
VD02,9,2,6,3,1,91,91,91,3,1
VD01,9,3,8,6,4,55,55,55,14,1
VD02,9,3,6,3,1,91,91,91,3,1
VD01,10,1,8,6,4,55,55,55,14,1
VD02,10,1,6,3,1,91,91,91,3,1
VD01,10,2,8,6,4,55,55,55,14,1
VD02,10,2,6,3,1,91,91,91,3,1
VD01,10,3,8,6,4,55,55,55,14,1
VD02,10,3,6,3,1,91,91,91,3,1
VD01,11,1,8,6,4,55,55,55,14,1
VD02,11,1,6,3,1,91,91,91,3,1
VD01,11,2,8,6,4,55,55,55,14,1
VD02,11,2,6,3,1,91,91,91,3,1
VD01,11,3,8,6,4,55,55,55,14,1
VD02,11,3,6,3,1,91,91,91,3,1
VD01,12,1,8,6,4,55,55,55,14,1
VD02,12,1,6,3,1,91,91,91,3,1
VD01,12,2,8,6,4,55,55,55,14,1
VD02,12,2,6,3,1,91,91,91,3,1
VD01,12,3,8,6,4,55,55,55,14,1
VD02,12,3,6,3,1,91,91,91,3,1
VD01,13,1,7,5,3,91,91,91,5,0
VD02,13,1,6,3,1,91,91,91,5,0
VD01,13,2,7,5,3,91,91,91,5,0
VD02,13,2,6,3,1,91,91,91,5,0
VD01,13,3,7,5,3,91,91,91,5,0
VD02,13,3,6,3,1,91,91,91,5,0
VD01,14,1,7,5,3,91,91,91,5,0
VD02,14,1,6,3,1,91,91,91,5,0
VD01,14,2,7,5,3,91,91,91,5,0
VD02,14,2,6,3,1,91,91,91,5,0
VD01,14,3,7,5,3,91,91,91,5,0
VD02,14,3,6,3,1,91,91,91,5,0
VD01,15,1,7,5,3,91,91,91,5,0
VD02,15,1,6,3,1,91,91,91,5,0
VD01,15,2,7,5,3,91,91,91,5,0
VD02,15,2,6,3,1,91,91,91,5,0
VD01,15,3,7,5,3,91,91,91,5,0
VD02,15,3,6,3,1,91,91,91,5,0
VD01,1,1,7,5,3,91,91,91,5,0
VD02,1,1,5,3,2,91,91,91,5,0
VD01,1,2,7,5,3,91,91,91,5,0
VD02,1,2,5,3,2,91,91,91,5,0
VD01,1,3,7,5,3,91,91,91,5,0
VD02,1,3,5,3,2,91,91,91,5,0
VD01,2,1,7,5,3,91,91,91,5,0
VD02,2,1,5,3,2,91,91,91,5,0
VD01,2,2,7,5,3,91,91,91,5,0
VD02,2,2,5,3,2,91,91,91,5,0
VD01,2,3,7,5,3,91,91,91,5,0
VD02,2,3,5,3,2,91,91,91,5,0
VD01,3,1,7,5,3,91,91,91,5,0
VD02,3,1,5,3,2,91,91,91,5,0
VD01,3,2,7,5,3,91,91,91,5,0
VD02,3,2,5,3,2,91,91,91,5,0
VD01,3,3,7,5,3,91,91,91,5,0
VD02,3,3,5,3,2,91,91,91,5,0
VD01,4,1,7,5,3,91,91,91,5,0
VD02,4,1,5,3,2,91,91,91,5,0
VD01,4,2,7,5,3,91,91,91,5,0
VD02,4,2,5,3,2,91,91,91,5,0
VD01,4,3,7,5,3,91,91,91,5,0
VD02,4,3,5,3,2,91,91,91,5,0
VD01,5,1,9,6,3,55,55,55,14,1
VD02,5,1,5,3,2,91,91,91,4,1
VD01,5,2,9,6,3,55,55,55,14,1
VD02,5,2,5,3,2,91,91,91,4,1
VD01,5,3,9,6,3,55,55,55,14,1
VD02,5,3,5,3,2,91,91,91,4,1
VD01,6,1,9,6,3,55,55,55,14,1
VD02,6,1,5,3,2,91,91,91,4,1
VD01,6,2,9,6,3,55,55,55,14,1
VD02,6,2,5,3,2,91,91,91,4,1
VD01,6,3,9,6,3,55,55,55,14,1
VD02,6,3,5,3,2,91,91,91,4,1
VD01,7,1,9,6,3,55,55,55,14,1
VD02,7,1,5,3,2,91,91,91,4,1
VD01,7,2,9,6,3,55,55,55,14,1
VD02,7,2,5,3,2,91,91,91,4,1
VD01,7,3,9,6,3,55,55,55,14,1
VD02,7,3,5,3,2,91,91,91,4,1
VD01,8,1,9,6,3,55,55,55,14,1
VD02,8,1,5,3,2,91,91,91,4,1
VD01,8,2,9,6,3,55,55,55,14,1
VD02,8,2,5,3,2,91,91,91,4,1
VD01,8,3,9,6,3,55,55,55,14,1
VD02,8,3,5,3,2,91,91,91,4,1
VD01,9,1,9,6,3,55,55,55,14,1
VD02,9,1,5,3,2,91,91,91,4,1
VD01,9,2,9,6,3,55,55,55,14,1
VD02,9,2,5,3,2,91,91,91,4,1
VD01,9,3,9,6,3,55,55,55,14,1
VD02,9,3,5,3,2,91,91,91,4,1
VD01,10,1,9,6,3,55,55,55,14,1
VD02,10,1,5,3,2,91,91,91,4,1
VD01,10,2,9,6,3,55,55,55,14,1
VD02,10,2,5,3,2,91,91,91,4,1
VD01,10,3,9,6,3,55,55,55,14,1
VD02,10,3,5,3,2,91,91,91,4,1
VD01,11,1,9,6,3,55,55,55,14,1
VD02,11,1,5,3,2,91,91,91,4,1
VD01,11,2,9,6,3,55,55,55,14,1
VD02,11,2,5,3,2,91,91,91,4,1
VD01,11,3,9,6,3,55,55,55,14,1
VD02,11,3,5,3,2,91,91,91,4,1
VD01,12,1,9,6,3,55,55,55,14,1
VD02,12,1,5,3,2,91,91,91,4,1
VD01,12,2,9,6,3,55,55,55,14,1
VD02,12,2,5,3,2,91,91,91,4,1
VD01,12,3,9,6,3,55,55,55,14,1
VD02,12,3,5,3,2,91,91,91,4,1
VD01,13,1,7,5,3,91,91,91,5,0
VD02,13,1,5,3,2,91,91,91,5,0
VD01,13,2,7,5,3,91,91,91,5,0
VD02,13,2,5,3,2,91,91,91,5,0
VD01,13,3,7,5,3,91,91,91,5,0
VD02,13,3,5,3,2,91,91,91,5,0
VD01,14,1,7,5,3,91,91,91,5,0
VD02,14,1,5,3,2,91,91,91,5,0
VD01,14,2,7,5,3,91,91,91,5,0
VD02,14,2,5,3,2,91,91,91,5,0
VD01,14,3,7,5,3,91,91,91,5,0
VD02,14,3,5,3,2,91,91,91,5,0
VD01,15,1,7,5,3,91,91,91,5,0
VD02,15,1,5,3,2,91,91,91,5,0
VD01,15,2,7,5,3,91,91,91,5,0
VD02,15,2,5,3,2,91,91,91,5,0
VD01,15,3,7,5,3,91,91,91,5,0
VD02,15,3,5,3,2,91,91,91,5,0
VD01,1,1,7,5,3,91,91,91,5,0
VD02,1,1,5,3,2,91,91,91,5,0
VD01,1,2,7,5,3,91,91,91,5,0
VD02,1,2,5,3,2,91,91,91,5,0
VD01,1,3,7,5,3,91,91,91,5,0
VD02,1,3,5,3,2,91,91,91,5,0
VD01,2,1,7,5,3,91,91,91,5,0
VD02,2,1,5,3,2,91,91,91,5,0
VD01,2,2,7,5,3,91,91,91,5,0
VD02,2,2,5,3,2,91,91,91,5,0
VD01,2,3,7,5,3,91,91,91,5,0
VD02,2,3,5,3,2,91,91,91,5,0
VD01,3,1,7,5,3,91,91,91,5,0
VD02,3,1,5,3,2,91,91,91,5,0
VD01,3,2,7,5,3,91,91,91,5,0
VD02,3,2,5,3,2,91,91,91,5,0
VD01,3,3,7,5,3,91,91,91,5,0
VD02,3,3,5,3,2,91,91,91,5,0
VD01,4,1,7,5,3,91,91,91,5,0
VD02,4,1,5,3,2,91,91,91,5,0
VD01,4,2,7,5,3,91,91,91,5,0
VD02,4,2,5,3,2,91,91,91,5,0
VD01,4,3,7,5,3,91,91,91,5,0
VD02,4,3,5,3,2,91,91,91,5,0
VD01,5,1,9,6,3,55,55,55,14,1
VD02,5,1,5,3,2,91,91,91,2,1
VD01,5,2,9,6,3,55,55,55,14,1
VD02,5,2,5,3,2,91,91,91,2,1
VD01,5,3,9,6,3,55,55,55,14,1
VD02,5,3,5,3,2,91,91,91,2,1
VD01,6,1,9,6,3,55,55,55,14,1
VD02,6,1,5,3,2,91,91,91,2,1
VD01,6,2,9,6,3,55,55,55,14,1
VD02,6,2,5,3,2,91,91,91,2,1
VD01,6,3,9,6,3,55,55,55,14,1
VD02,6,3,5,3,2,91,91,91,2,1
VD01,7,1,9,6,3,55,55,55,14,1
VD02,7,1,5,3,2,91,91,91,2,1
VD01,7,2,9,6,3,55,55,55,14,1
VD02,7,2,5,3,2,91,91,91,2,1
VD01,7,3,9,6,3,55,55,55,14,1
VD02,7,3,5,3,2,91,91,91,2,1
VD01,8,1,9,6,3,55,55,55,14,1
VD02,8,1,5,3,2,91,91,91,2,1
VD01,8,2,9,6,3,55,55,55,14,1
VD02,8,2,5,3,2,91,91,91,2,1
VD01,8,3,9,6,3,55,55,55,14,1
VD02,8,3,5,3,2,91,91,91,2,1
VD01,9,1,9,6,3,55,55,55,14,1
VD02,9,1,5,3,2,91,91,91,2,1
VD01,9,2,9,6,3,55,55,55,14,1
VD02,9,2,5,3,2,91,91,91,2,1
VD01,9,3,9,6,3,55,55,55,14,1
VD02,9,3,5,3,2,91,91,91,2,1
VD01,10,1,9,6,3,55,55,55,14,1
VD02,10,1,5,3,2,91,91,91,2,1
VD01,10,2,9,6,3,55,55,55,14,1
VD02,10,2,5,3,2,91,91,91,2,1
VD01,10,3,9,6,3,55,55,55,14,1
VD02,10,3,5,3,2,91,91,91,2,1
VD01,11,1,9,6,3,55,55,55,14,1
VD02,11,1,5,3,2,91,91,91,2,1
VD01,11,2,9,6,3,55,55,55,14,1
VD02,11,2,5,3,2,91,91,91,2,1
VD01,11,3,9,6,3,55,55,55,14,1
VD02,11,3,5,3,2,91,91,91,2,1
VD01,12,1,9,6,3,55,55,55,14,1
VD02,12,1,5,3,2,91,91,91,2,1
VD01,12,2,9,6,3,55,55,55,14,1
VD02,12,2,5,3,2,91,91,91,2,1
VD01,12,3,9,6,3,55,55,55,14,1
VD02,12,3,5,3,2,91,91,91,2,1
VD01,13,1,7,5,3,91,91,91,5,0
VD02,13,1,5,3,2,91,91,91,5,0
VD01,13,2,7,5,3,91,91,91,5,0
VD02,13,2,5,3,2,91,91,91,5,0
VD01,13,3,7,5,3,91,91,91,5,0
VD02,13,3,5,3,2,91,91,91,5,0
VD01,14,1,7,5,3,91,91,91,5,0
VD02,14,1,5,3,2,91,91,91,5,0
VD01,14,2,7,5,3,91,91,91,5,0
VD02,14,2,5,3,2,91,91,91,5,0
VD01,14,3,7,5,3,91,91,91,5,0
VD02,14,3,5,3,2,91,91,91,5,0
VD01,15,1,7,5,3,91,91,91,5,0
VD02,15,1,5,3,2,91,91,91,5,0
VD01,15,2,7,5,3,91,91,91,5,0
VD02,15,2,5,3,2,91,91,91,5,0
VD01,15,3,7,5,3,91,91,91,5,0
VD02,15,3,5,3,2,91,91,91,5,0
VD01,1,1,7,5,3,91,91,91,5,0
VD02,1,1,5,3,2,91,91,91,5,0
VD01,1,2,7,5,3,91,91,91,5,0
VD02,1,2,5,3,2,91,91,91,5,0
VD01,1,3,7,5,3,91,91,91,5,0
VD02,1,3,5,3,2,91,91,91,5,0
VD01,2,1,7,5,3,91,91,91,5,0
VD02,2,1,5,3,2,91,91,91,5,0
VD01,2,2,7,5,3,91,91,91,5,0
VD02,2,2,5,3,2,91,91,91,5,0
VD01,2,3,7,5,3,91,91,91,5,0
VD02,2,3,5,3,2,91,91,91,5,0
VD01,3,1,7,5,3,91,91,91,5,0
VD02,3,1,5,3,2,91,91,91,5,0
VD01,3,2,7,5,3,91,91,91,5,0
VD02,3,2,5,3,2,91,91,91,5,0
VD01,3,3,7,5,3,91,91,91,5,0
VD02,3,3,5,3,2,91,91,91,5,0
VD01,4,1,9,5,4,55,55,55,14,1
VD02,4,1,5,2,3,91,91,91,3,1
VD01,4,2,9,5,4,55,55,55,14,1
VD02,4,2,5,2,3,91,91,91,3,1
VD01,4,3,9,5,4,55,55,55,14,1
VD02,4,3,5,2,3,91,91,91,3,1
VD01,5,1,9,5,4,55,55,55,14,1
VD02,5,1,5,2,3,91,91,91,3,1
VD01,5,2,9,5,4,55,55,55,14,1
VD02,5,2,5,2,3,91,91,91,3,1
VD01,5,3,9,5,4,55,55,55,14,1
VD02,5,3,5,2,3,91,91,91,3,1
VD01,6,1,9,5,4,55,55,55,14,1
VD02,6,1,5,2,3,91,91,91,3,1
VD01,6,2,9,5,4,55,55,55,14,1
VD02,6,2,5,2,3,91,91,91,3,1
VD01,6,3,9,5,4,55,55,55,14,1
VD02,6,3,5,2,3,91,91,91,3,1
VD01,7,1,9,5,4,55,55,55,14,1
VD02,7,1,5,2,3,91,91,91,3,1
VD01,7,2,9,5,4,55,55,55,14,1
VD02,7,2,5,2,3,91,91,91,3,1
VD01,7,3,9,5,4,55,55,55,14,1
VD02,7,3,5,2,3,91,91,91,3,1
VD01,8,1,9,5,4,55,55,55,14,1
VD02,8,1,5,2,3,91,91,91,3,1
VD01,8,2,9,5,4,55,55,55,14,1
VD02,8,2,5,2,3,91,91,91,3,1
VD01,8,3,9,5,4,55,55,55,14,1
VD02,8,3,5,2,3,91,91,91,3,1
VD01,9,1,9,5,4,55,55,55,14,1
VD02,9,1,5,2,3,91,91,91,3,1
VD01,9,2,9,5,4,55,55,55,14,1
VD02,9,2,5,2,3,91,91,91,3,1
VD01,9,3,9,5,4,55,55,55,14,1
VD02,9,3,5,2,3,91,91,91,3,1
VD01,10,1,9,5,4,55,55,55,14,1
VD02,10,1,5,2,3,91,91,91,3,1
VD01,10,2,9,5,4,55,55,55,14,1
VD02,10,2,5,2,3,91,91,91,3,1
VD01,10,3,9,5,4,55,55,55,14,1
VD02,10,3,5,2,3,91,91,91,3,1
VD01,11,1,9,5,4,55,55,55,14,1
VD02,11,1,5,2,3,91,91,91,3,1
VD01,11,2,9,5,4,55,55,55,14,1
VD02,11,2,5,2,3,91,91,91,3,1
VD01,11,3,9,5,4,55,55,55,14,1
VD02,11,3,5,2,3,91,91,91,3,1
VD01,12,1,9,5,4,55,55,55,14,1
VD02,12,1,5,2,3,91,91,91,3,1
VD01,12,2,9,5,4,55,55,55,14,1
VD02,12,2,5,2,3,91,91,91,3,1
VD01,12,3,9,5,4,55,55,55,14,1
VD02,12,3,5,2,3,91,91,91,3,1
VD01,13,1,7,5,3,91,91,91,5,0
VD02,13,1,5,3,2,91,91,91,5,0
VD01,13,2,7,5,3,91,91,91,5,0
VD02,13,2,5,3,2,91,91,91,5,0
VD01,13,3,7,5,3,91,91,91,5,0
VD02,13,3,5,3,2,91,91,91,5,0
VD01,14,1,7,5,3,91,91,91,5,0
VD02,14,1,5,3,2,91,91,91,5,0
VD01,14,2,7,5,3,91,91,91,5,0
VD02,14,2,5,3,2,91,91,91,5,0
VD01,14,3,7,5,3,91,91,91,5,0
VD02,14,3,5,3,2,91,91,91,5,0
VD01,15,1,7,5,3,91,91,91,5,0
VD02,15,1,5,3,2,91,91,91,5,0
VD01,15,2,7,5,3,91,91,91,5,0
VD02,15,2,5,3,2,91,91,91,5,0
VD01,15,3,7,5,3,91,91,91,5,0
VD02,15,3,5,3,2,91,91,91,5,0
VD01,1,1,7,4,4,91,91,91,5,0
VD02,1,1,4,3,3,91,91,91,5,0
VD01,1,2,7,4,4,91,91,91,5,0
VD02,1,2,4,3,3,91,91,91,5,0
VD01,1,3,7,4,4,91,91,91,5,0
VD02,1,3,4,3,3,91,91,91,5,0
VD01,2,1,7,4,4,91,91,91,5,0
VD02,2,1,4,3,3,91,91,91,5,0
VD01,2,2,7,4,4,91,91,91,5,0
VD02,2,2,4,3,3,91,91,91,5,0
VD01,2,3,7,4,4,91,91,91,5,0
VD02,2,3,4,3,3,91,91,91,5,0
VD01,3,1,7,4,4,91,91,91,5,0
VD02,3,1,4,3,3,91,91,91,5,0
VD01,3,2,7,4,4,91,91,91,5,0
VD02,3,2,4,3,3,91,91,91,5,0
VD01,3,3,7,4,4,91,91,91,5,0
VD02,3,3,4,3,3,91,91,91,5,0
VD01,4,1,10,4,4,65,65,65,11,1
VD02,4,1,4,3,3,91,91,91,2,1
VD01,4,2,10,4,4,65,65,65,11,1
VD02,4,2,4,3,3,91,91,91,2,1
VD01,4,3,10,4,4,65,65,65,11,1
VD02,4,3,4,3,3,91,91,91,2,1
VD01,5,1,10,4,4,65,65,65,11,1
VD02,5,1,4,3,3,91,91,91,2,1
VD01,5,2,10,4,4,65,65,65,11,1
VD02,5,2,4,3,3,91,91,91,2,1
VD01,5,3,10,4,4,65,65,65,11,1
VD02,5,3,4,3,3,91,91,91,2,1
VD01,6,1,10,4,4,65,65,65,11,1
VD02,6,1,4,3,3,91,91,91,2,1
VD01,6,2,10,4,4,65,65,65,11,1
VD02,6,2,4,3,3,91,91,91,2,1
VD01,6,3,10,4,4,65,65,65,11,1
VD02,6,3,4,3,3,91,91,91,2,1
VD01,7,1,10,4,4,65,65,65,11,1
VD02,7,1,4,3,3,91,91,91,2,1
VD01,7,2,10,4,4,65,65,65,11,1
VD02,7,2,4,3,3,91,91,91,2,1
VD01,7,3,10,4,4,65,65,65,11,1
VD02,7,3,4,3,3,91,91,91,2,1
VD01,8,1,10,4,4,65,65,65,11,1
VD02,8,1,4,3,3,91,91,91,2,1
VD01,8,2,10,4,4,65,65,65,11,1
VD02,8,2,4,3,3,91,91,91,2,1
VD01,8,3,10,4,4,65,65,65,11,1
VD02,8,3,4,3,3,91,91,91,2,1
VD01,9,1,10,4,4,65,65,65,11,1
VD02,9,1,4,3,3,91,91,91,2,1
VD01,9,2,10,4,4,65,65,65,11,1
VD02,9,2,4,3,3,91,91,91,2,1
VD01,9,3,10,4,4,65,65,65,11,1
VD02,9,3,4,3,3,91,91,91,2,1
VD01,10,1,10,4,4,65,65,65,11,1
VD02,10,1,4,3,3,91,91,91,2,1
VD01,10,2,10,4,4,65,65,65,11,1
VD02,10,2,4,3,3,91,91,91,2,1
VD01,10,3,10,4,4,65,65,65,11,1
VD02,10,3,4,3,3,91,91,91,2,1
VD01,11,1,10,4,4,65,65,65,11,1
VD02,11,1,4,3,3,91,91,91,2,1
VD01,11,2,10,4,4,65,65,65,11,1
VD02,11,2,4,3,3,91,91,91,2,1
VD01,11,3,10,4,4,65,65,65,11,1
VD02,11,3,4,3,3,91,91,91,2,1
VD01,12,1,7,4,4,91,91,91,5,0
VD02,12,1,4,3,3,91,91,91,5,0
VD01,12,2,7,4,4,91,91,91,5,0
VD02,12,2,4,3,3,91,91,91,5,0
VD01,12,3,7,4,4,91,91,91,5,0
VD02,12,3,4,3,3,91,91,91,5,0
VD01,13,1,7,4,4,91,91,91,5,0
VD02,13,1,4,3,3,91,91,91,5,0
VD01,13,2,7,4,4,91,91,91,5,0
VD02,13,2,4,3,3,91,91,91,5,0
VD01,13,3,7,4,4,91,91,91,5,0
VD02,13,3,4,3,3,91,91,91,5,0
VD01,14,1,7,4,4,91,91,91,5,0
VD02,14,1,4,3,3,91,91,91,5,0
VD01,14,2,7,4,4,91,91,91,5,0
VD02,14,2,4,3,3,91,91,91,5,0
VD01,14,3,7,4,4,91,91,91,5,0
VD02,14,3,4,3,3,91,91,91,5,0
VD01,15,1,7,4,4,91,91,91,5,0
VD02,15,1,4,3,3,91,91,91,5,0
VD01,15,2,7,4,4,91,91,91,5,0
VD02,15,2,4,3,3,91,91,91,5,0
VD01,15,3,7,4,4,91,91,91,5,0
VD02,15,3,4,3,3,91,91,91,5,0
VD01,1,1,15,10,10,60,60,60,32,0
VD02,1,1,15,10,10,60,60,60,32,0
VD01,1,2,15,10,10,60,60,60,32,0
VD02,1,2,15,10,10,60,60,60,32,0
VD01,1,3,15,10,10,60,60,60,32,0
VD02,1,3,15,10,10,60,60,60,32,0
VD01,2,1,15,10,10,60,60,60,32,0
VD02,2,1,15,10,10,60,60,60,32,0
VD01,2,2,15,10,10,60,60,60,32,0
VD02,2,2,15,10,10,60,60,60,32,0
VD01,2,3,15,10,10,60,60,60,32,0
VD02,2,3,15,10,10,60,60,60,32,0
VD01,3,1,15,10,10,60,60,60,32,0
VD02,3,1,15,10,10,60,60,60,32,0
VD01,3,2,15,10,10,60,60,60,32,0
VD02,3,2,15,10,10,60,60,60,32,0
VD01,3,3,15,10,10,60,60,60,32,0
VD02,3,3,15,10,10,60,60,60,32,0
VD01,4,1,22,9,9,10,10,10,89,1
VD02,4,1,15,10,10,91,91,91,5,1
VD01,4,2,22,9,9,10,10,10,89,1
VD02,4,2,15,10,10,91,91,91,5,1
VD01,4,3,22,9,9,10,10,10,89,1
VD02,4,3,15,10,10,91,91,91,5,1
VD01,5,1,22,9,9,10,10,10,89,1
VD02,5,1,15,10,10,91,91,91,5,1
VD01,5,2,22,9,9,10,10,10,89,1
VD02,5,2,15,10,10,91,91,91,5,1
VD01,5,3,22,9,9,10,10,10,89,1
VD02,5,3,15,10,10,91,91,91,5,1
VD01,6,1,22,9,9,10,10,10,89,1
VD02,6,1,15,10,10,91,91,91,5,1
VD01,6,2,22,9,9,10,10,10,89,1
VD02,6,2,15,10,10,91,91,91,5,1
VD01,6,3,22,9,9,10,10,10,89,1
VD02,6,3,15,10,10,91,91,91,5,1
VD01,7,1,22,9,9,10,10,10,89,1
VD02,7,1,15,10,10,91,91,91,5,1
VD01,7,2,22,9,9,10,10,10,89,1
VD02,7,2,15,10,10,91,91,91,5,1
VD01,7,3,22,9,9,10,10,10,89,1
VD02,7,3,15,10,10,91,91,91,5,1
VD01,8,1,22,9,9,10,10,10,89,1
VD02,8,1,15,10,10,91,91,91,5,1
VD01,8,2,22,9,9,10,10,10,89,1
VD02,8,2,15,10,10,91,91,91,5,1
VD01,8,3,22,9,9,10,10,10,89,1
VD02,8,3,15,10,10,91,91,91,5,1
VD01,9,1,22,9,9,10,10,10,89,1
VD02,9,1,15,10,10,91,91,91,5,1
VD01,9,2,22,9,9,10,10,10,89,1
VD02,9,2,15,10,10,91,91,91,5,1
VD01,9,3,22,9,9,10,10,10,89,1
VD02,9,3,15,10,10,91,91,91,5,1
VD01,10,1,46,24,20,10,10,10,89,1
VD02,10,1,15,10,10,91,91,91,5,1
VD01,10,2,46,24,20,10,10,10,89,1
VD02,10,2,15,10,10,91,91,91,5,1
VD01,10,3,46,24,20,10,10,10,89,1
VD02,10,3,15,10,10,91,91,91,5,1
VD01,11,1,22,9,9,10,10,10,89,1
VD02,11,1,15,10,10,91,91,91,5,1
VD01,11,2,22,9,9,10,10,10,89,1
VD02,11,2,15,10,10,91,91,91,5,1
VD01,11,3,22,9,9,10,10,10,89,1
VD02,11,3,15,10,10,91,91,91,5,1
VD01,12,1,22,9,9,10,10,10,89,1
VD02,12,1,15,10,10,91,91,91,5,1
VD01,12,2,22,9,9,10,10,10,89,1
VD02,12,2,15,10,10,91,91,91,5,1
VD01,12,3,22,9,9,10,10,10,89,1
VD02,12,3,15,10,10,91,91,91,5,1
VD01,13,1,15,10,10,60,60,60,32,0
VD02,13,1,15,10,10,60,60,60,32,0
VD01,13,2,15,10,10,60,60,60,32,0
VD02,13,2,15,10,10,60,60,60,32,0
VD01,13,3,15,10,10,60,60,60,32,0
VD02,13,3,15,10,10,60,60,60,32,0
VD01,14,1,15,10,10,60,60,60,32,0
VD02,14,1,15,10,10,60,60,60,32,0
VD01,14,2,15,10,10,60,60,60,32,0
VD02,14,2,15,10,10,60,60,60,32,0
VD01,14,3,15,10,10,60,60,60,32,0
VD02,14,3,15,10,10,60,60,60,32,0
VD01,15,1,15,10,10,60,60,60,32,0
VD02,15,1,15,10,10,60,60,60,32,0
VD01,15,2,15,10,10,60,60,60,32,0
VD02,15,2,15,10,10,60,60,60,32,0
VD01,15,3,15,10,10,60,60,60,32,0
VD02,15,3,15,10,10,60,60,60,32,0
VD01,1,1,15,11,9,60,60,60,32,0
VD02,1,1,15,11,9,60,60,60,32,0
VD01,1,2,15,11,9,60,60,60,32,0
VD02,1,2,15,11,9,60,60,60,32,0
VD01,1,3,15,11,9,60,60,60,32,0
VD02,1,3,15,11,9,60,60,60,32,0
VD01,2,1,15,11,9,60,60,60,32,0
VD02,2,1,15,11,9,60,60,60,32,0
VD01,2,2,15,11,9,60,60,60,32,0
VD02,2,2,15,11,9,60,60,60,32,0
VD01,2,3,15,11,9,60,60,60,32,0
VD02,2,3,15,11,9,60,60,60,32,0
VD01,3,1,15,11,9,60,60,60,32,0
VD02,3,1,15,11,9,60,60,60,32,0
VD01,3,2,15,11,9,60,60,60,32,0
VD02,3,2,15,11,9,60,60,60,32,0
VD01,3,3,15,11,9,60,60,60,32,0
VD02,3,3,15,11,9,60,60,60,32,0
VD01,4,1,23,10,12,10,10,10,89,1
VD02,4,1,15,11,9,91,91,91,8,1
VD01,4,2,23,10,12,10,10,10,89,1
VD02,4,2,15,11,9,91,91,91,8,1
VD01,4,3,23,10,12,10,10,10,89,1
VD02,4,3,15,11,9,91,91,91,8,1
VD01,5,1,23,10,12,10,10,10,89,1
VD02,5,1,15,11,9,91,91,91,8,1
VD01,5,2,23,10,12,10,10,10,89,1
VD02,5,2,15,11,9,91,91,91,8,1
VD01,5,3,23,10,12,10,10,10,89,1
VD02,5,3,15,11,9,91,91,91,8,1
VD01,6,1,23,10,12,10,10,10,89,1
VD02,6,1,15,11,9,91,91,91,8,1
VD01,6,2,23,10,12,10,10,10,89,1
VD02,6,2,15,11,9,91,91,91,8,1
VD01,6,3,23,10,12,10,10,10,89,1
VD02,6,3,15,11,9,91,91,91,8,1
VD01,7,1,23,10,12,10,10,10,89,1
VD02,7,1,15,11,9,91,91,91,8,1
VD01,7,2,23,10,12,10,10,10,89,1
VD02,7,2,15,11,9,91,91,91,8,1
VD01,7,3,23,10,12,10,10,10,89,1
VD02,7,3,15,11,9,91,91,91,8,1
VD01,8,1,23,10,12,10,10,10,89,1
VD02,8,1,15,11,9,91,91,91,8,1
VD01,8,2,23,10,12,10,10,10,89,1
VD02,8,2,15,11,9,91,91,91,8,1
VD01,8,3,23,10,12,10,10,10,89,1
VD02,8,3,15,11,9,91,91,91,8,1
VD01,9,1,52,21,17,10,10,10,89,1
VD02,9,1,15,11,9,91,91,91,8,1
VD01,9,2,52,21,17,10,10,10,89,1
VD02,9,2,15,11,9,91,91,91,8,1
VD01,9,3,52,21,17,10,10,10,89,1
VD02,9,3,15,11,9,91,91,91,8,1
VD01,10,1,23,10,12,10,10,10,89,1
VD02,10,1,15,11,9,91,91,91,8,1
VD01,10,2,23,10,12,10,10,10,89,1
VD02,10,2,15,11,9,91,91,91,8,1
VD01,10,3,23,10,12,10,10,10,89,1
VD02,10,3,15,11,9,91,91,91,8,1
VD01,11,1,23,10,12,10,10,10,89,1
VD02,11,1,15,11,9,91,91,91,8,1
VD01,11,2,23,10,12,10,10,10,89,1
VD02,11,2,15,11,9,91,91,91,8,1
VD01,11,3,23,10,12,10,10,10,89,1
VD02,11,3,15,11,9,91,91,91,8,1
VD01,12,1,23,10,12,10,10,10,89,1
VD02,12,1,15,11,9,91,91,91,8,1
VD01,12,2,23,10,12,10,10,10,89,1
VD02,12,2,15,11,9,91,91,91,8,1
VD01,12,3,23,10,12,10,10,10,89,1
VD02,12,3,15,11,9,91,91,91,8,1
VD01,13,1,15,11,9,60,60,60,32,0
VD02,13,1,15,11,9,60,60,60,32,0
VD01,13,2,15,11,9,60,60,60,32,0
VD02,13,2,15,11,9,60,60,60,32,0
VD01,13,3,15,11,9,60,60,60,32,0
VD02,13,3,15,11,9,60,60,60,32,0
VD01,14,1,15,11,9,60,60,60,32,0
VD02,14,1,15,11,9,60,60,60,32,0
VD01,14,2,15,11,9,60,60,60,32,0
VD02,14,2,15,11,9,60,60,60,32,0
VD01,14,3,15,11,9,60,60,60,32,0
